id,Domain,Status,Attractiveness,Demand,Length,Registrar,Created,Expires
46b1e28c-0971-42de-b9b5-148a849170de,services.academy,resell,72,24,8,Dynadot Inc,06/07/2025 17:00,06/07/2026 17:00
d819149a-6c1b-41f2-a6f7-e1c6eb8d684a,services.accountant,premium,72,24,8,,,
3ded9c07-6a8f-4b3d-9e3c-6e914f8ab173,services.accountants,premium,72,24,8,,,
60f34592-b652-46d0-9859-b5e76bf0bfa3,services.actor,available,72,24,8,,,
ee606920-aec6-4d99-87d9-cdd6fdae5847,services.adult,premium,72,24,8,,,
74117298-dcdc-40c3-893c-3ec02479b739,services.ag,available,72,24,8,,,
37c77036-717d-4f84-8173-ec8fe7d9b22a,services.airforce,available,72,24,8,,,
a19bf9bf-695e-4376-9130-00c022eb5124,services.apartments,available,72,24,8,,,
b8f41b5c-bb74-4618-9098-d81ec0ae73a3,services.army,available,72,24,8,,,
2f5327ef-395b-41c6-a3a4-2bbe7da9de72,services.asia,resell,72,24,8,"GoDaddy.com, LLC",04/07/2008 07:05,04/07/2026 07:05
7896e28b-f33a-429d-9610-64c56f6242a9,services.associates,premium,72,24,8,,,
34062282-5b12-4094-ba82-018dedb958bc,services.at,premium,72,24,8,,,
fe11b160-51be-48bd-9dcb-4bfe7c312f93,services.attorney,premium,72,24,8,,,
1692432a-ebe7-48d0-8e55-bd324dc38f87,services.auction,premium,72,24,8,,,
5badaf19-5d49-4152-b099-30db1afb73c8,services.audio,premium,72,24,8,,,
a17cfe93-3dfa-4bc2-82b1-f845949cea43,services.auto,available,72,24,8,,,
4420efb6-947c-4f23-88a9-3ec910ec3f06,services.autos,premium,72,24,8,,,
cf4ca5a3-e062-4c8d-bebd-2537c20f3c6f,services.baby,premium,72,24,8,,,
f0505b83-995f-4a4f-bd4b-017c0a1d2e18,services.band,available,72,24,8,,,
877dc392-318e-40a8-9061-7c8ef8fc1b77,services.bar,premium,72,24,8,,,
69b05676-699c-4e68-9239-d28348d089c8,services.bargains,premium,72,24,8,,,
a8edda00-e6fd-4f4c-b644-ad2845ca84f9,services.bayern,available,72,24,8,,,
8fc60820-843c-4c9e-8775-c110351f70ca,services.beauty,premium,72,24,8,,,
6a64be33-85b7-498e-a5e6-7ee36b94981a,services.beer,available,72,24,8,,,
48e4e3cd-dcce-4e3f-8032-514218d9ef63,services.berlin,premium,72,24,8,,,
220c79d4-0141-4786-a3dd-6a8c0cb315e4,services.best,resell,72,24,8,"Sav.com, LLC",21/09/2025 13:30,21/09/2026 23:59
6765d38d-cf7d-4674-9a54-0f9902aa70f1,services.bid,premium,72,24,8,,,
bc00e10f-8cf9-47e3-9a84-c371e5905557,services.bike,available,72,24,8,,,
27b47b0d-6474-476e-9172-e40809a5cb55,services.bingo,available,72,24,8,,,
